parking_id,horizon,n_first,n_second,mae_first,mae_second,mae_overall,baseline_mae,baseline_name,evidence_report,evaluated_at,status,reason
108,180,384,501,0.934,3.538,2.408,1.918,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,below_baseline,lag_7d 기준선(1.92)보다 나쁨 — 모델을 쓸 이유가 없음
112,180,384,501,10.465,6.684,8.325,6.473,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
121,180,384,501,4.078,5.89,5.104,8.471,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(8.47) 대비 우위
161,180,15,135,17.378,18.304,18.211,19.059,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
162,180,15,132,6.234,22.091,20.473,19.922,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 132행)
163,180,15,135,0.043,7.107,6.4,6.433,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
164,180,15,135,4.285,7.627,7.293,7.502,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
165,180,15,135,11.9,26.377,24.929,17.761,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
166,180,15,135,4.392,8.736,8.301,8.467,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
167,180,15,135,4.467,11.994,11.241,14.349,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
168,180,15,135,21.237,12.681,13.537,12.457,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
169,180,15,133,9.574,15.998,15.347,11.536,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 133행)
170,180,15,135,20.292,12.782,13.533,14.315,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
171,180,15,135,6.888,16.123,15.199,15.467,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 135행)
172,180,15,111,1.089,6.058,5.467,6.218,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 15행/후반 111행)
181,180,384,501,4.299,3.801,4.017,4.221,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(4.22) 대비 우위
182,180,384,501,9.132,8.683,8.878,11.458,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(11.46) 대비 우위
183,180,384,501,9.922,12.959,11.641,13.268,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
201,180,384,501,4.19,19.857,13.059,15.372,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,not_reproduced,한쪽 구간에서만 합격 — 재현되지 않음
241,180,6,165,7.798,11.604,11.47,8.706,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 6행/후반 165행)
261,180,6,165,6.228,10.225,10.085,11.181,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 6행/후반 165행)
262,180,6,165,9.44,12.387,12.283,12.933,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 6행/후반 165행)
401,180,384,501,8.956,8.794,8.864,10.042,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · persistence(10.04) 대비 우위
421,180,384,501,5.483,6.208,5.894,7.58,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(7.58) 대비 우위
441,180,384,501,3.94,9.269,6.957,8.5,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(8.50) 대비 우위
461,180,384,501,6.772,8.636,7.827,9.189,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(9.19) 대비 우위
521,180,384,501,3.534,2.47,2.931,3.477,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · lag_7d(3.48) 대비 우위
522,180,384,501,2.257,2.142,2.192,2.464,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,certified,전·후반 모두 MAE 10%p 이하 · seasonal_naive(2.46) 대비 우위
7,240,84,156,0.215,0.814,0.604,0.0,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
8,240,321,468,4.445,3.904,4.124,4.259,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
9,240,321,468,6.286,2.669,4.14,2.952,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
10,240,321,468,5.145,4.856,4.973,4.136,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
11,240,321,468,9.806,7.774,8.601,5.959,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
12,240,321,468,3.557,2.949,3.196,3.378,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
13,240,321,468,6.094,6.654,6.426,6.37,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
14,240,0,60,,1.326,1.326,0.0,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
16,240,321,468,5.774,2.514,3.84,2.366,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
17,240,321,468,1.811,2.774,2.382,3.399,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
18,240,321,468,7.158,5.317,6.066,2.776,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
20,240,321,468,5.623,3.181,4.175,3.413,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
21,240,321,468,5.58,3.974,4.627,5.126,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
22,240,3,99,4.833,9.121,8.995,9.127,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
23,240,3,51,10.4,6.696,6.902,7.672,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
24,240,321,468,5.21,6.11,5.744,9.964,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
25,240,321,468,8.242,8.978,8.678,8.123,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
26,240,234,468,8.271,10.102,9.491,9.566,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
27,240,321,468,4.274,3.92,4.064,5.271,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
28,240,321,468,4.783,5.323,5.104,3.592,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
29,240,321,468,7.785,8.58,8.257,8.773,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
30,240,321,468,11.444,12.594,12.126,9.289,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
31,240,321,468,5.677,3.366,4.306,2.674,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
33,240,321,468,4.899,7.627,6.517,6.522,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
34,240,321,468,4.092,3.316,3.632,2.957,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
36,240,321,468,9.719,6.273,7.675,7.727,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
37,240,321,468,2.63,3.024,2.864,3.138,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
38,240,321,468,5.884,3.713,4.596,3.96,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
39,240,321,468,4.781,3.501,4.021,4.13,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
40,240,321,468,6.836,9.615,8.484,10.933,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
42,240,321,468,7.155,9.797,8.722,8.649,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
48,240,74,153,11.94,12.02,11.994,11.71,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
52,240,0,58,,10.854,10.854,5.423,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
53,240,84,156,10.987,8.176,9.159,7.204,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
56,240,0,108,,12.273,12.273,7.099,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
81,240,321,468,8.396,8.817,8.646,6.798,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
82,240,321,468,4.172,3.49,3.768,2.747,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
106,240,321,468,0.916,9.094,5.767,3.357,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
108,240,321,468,0.692,3.365,2.278,2.014,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
112,240,321,468,12.039,6.358,8.669,6.068,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
121,240,321,468,3.767,7.065,5.723,8.18,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
161,240,3,99,35.457,20.315,20.76,20.682,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
162,240,3,96,11.064,23.412,23.038,23.118,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
163,240,3,99,0.055,9.782,9.496,8.591,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
164,240,3,99,8.022,9.136,9.104,7.197,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
165,240,3,99,7.988,32.07,31.362,16.735,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
166,240,3,99,4.293,7.205,7.119,7.876,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
167,240,3,99,15.087,13.644,13.687,13.08,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
168,240,3,99,25.627,17.316,17.56,13.889,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
169,240,3,97,24.205,13.738,14.052,10.464,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
170,240,3,99,5.722,12.549,12.348,13.039,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
171,240,3,99,8.394,14.277,14.104,14.706,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
172,240,3,75,3.433,7.82,7.651,7.942,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
181,240,321,468,4.618,3.785,4.124,4.303,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
182,240,321,468,9.623,11.084,10.489,12.014,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
183,240,321,468,9.94,12.871,11.679,13.121,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
201,240,321,468,4.113,22.154,14.814,17.098,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
241,240,0,132,,12.879,12.879,9.436,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
261,240,0,132,,11.555,11.555,12.016,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
262,240,0,132,,12.954,12.954,12.639,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
401,240,321,468,8.387,9.287,8.921,10.634,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
421,240,321,468,5.095,7.149,6.314,7.352,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
441,240,321,468,3.135,11.143,7.885,8.132,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
461,240,321,468,7.689,8.882,8.397,9.046,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
521,240,321,468,3.248,2.069,2.549,3.214,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
522,240,321,468,2.551,2.025,2.239,2.429,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
7,360,60,108,0.508,1.1,0.889,0.0,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
8,360,243,420,5.963,4.751,5.196,4.298,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
9,360,243,420,5.034,3.208,3.877,2.809,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
10,360,243,420,5.535,4.622,4.956,3.959,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
11,360,243,420,8.081,7.643,7.804,6.102,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
12,360,243,420,3.335,2.859,3.033,3.302,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
13,360,243,420,6.015,6.619,6.398,7.109,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
14,360,0,12,,2.458,2.458,0.0,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
16,360,243,420,6.646,3.107,4.404,2.36,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
17,360,243,420,2.736,3.028,2.921,3.633,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
18,360,243,420,8.112,5.319,6.343,2.546,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
20,360,243,420,5.393,3.007,3.882,3.005,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
21,360,243,420,6.807,5.505,5.982,5.072,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
22,360,0,48,,14.611,14.611,11.384,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
23,360,0,12,,8.591,8.591,2.143,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
24,360,243,420,5.675,9.465,8.076,10.851,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
25,360,243,420,11.134,8.005,9.152,8.459,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
26,360,180,420,8.571,10.809,10.138,8.09,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
27,360,243,420,4.663,4.654,4.657,5.531,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
28,360,243,420,5.99,5.278,5.539,3.447,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
29,360,243,420,5.353,9.702,8.108,8.769,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
30,360,243,420,9.699,12.351,11.379,9.725,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
31,360,243,420,5.206,4.076,4.49,2.785,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
33,360,243,420,4.484,8.185,6.829,6.314,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
34,360,243,420,2.96,3.273,3.158,2.97,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
36,360,243,420,13.202,8.067,9.949,8.655,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
37,360,243,420,2.989,3.635,3.398,3.101,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
38,360,243,420,6.46,4.123,4.98,4.225,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
39,360,243,420,6.467,3.862,4.817,4.154,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
40,360,243,420,9.382,10.274,9.947,11.444,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
42,360,243,420,6.659,13.028,10.694,9.47,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
48,360,50,105,12.726,14.663,14.038,12.52,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
52,360,0,12,,21.798,21.798,9.394,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
53,360,60,108,14.868,9.91,11.681,8.088,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
56,360,0,60,,16.579,16.579,8.444,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
81,360,243,420,11.672,9.419,10.245,7.136,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
82,360,243,420,5.721,4.13,4.713,2.537,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
106,360,243,420,1.083,8.753,5.942,2.767,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
108,360,243,420,0.528,3.918,2.676,1.957,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
112,360,243,420,11.84,6.942,8.737,6.164,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
121,360,243,420,6.526,10.65,9.139,7.029,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
161,360,0,48,,19.759,19.759,16.176,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
162,360,0,45,,28.607,28.607,21.032,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
163,360,0,48,,18.8,18.8,12.037,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
164,360,0,48,,9.348,9.348,7.072,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
165,360,0,48,,30.303,30.303,23.75,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
166,360,0,48,,6.387,6.387,7.535,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
167,360,0,48,,15.903,15.903,14.962,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
168,360,0,48,,19.216,19.216,9.788,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
169,360,0,47,,12.557,12.557,10.928,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
170,360,0,48,,12.171,12.171,12.311,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
171,360,0,48,,10.198,10.198,11.111,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
172,360,0,24,,9.635,9.635,8.873,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
181,360,243,420,4.682,4.63,4.649,4.222,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
182,360,243,420,10.944,14.841,13.413,12.655,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
183,360,243,420,11.397,14.556,13.398,13.463,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
201,360,243,420,6.052,23.122,16.865,18.337,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
241,360,0,84,,15.668,15.668,11.012,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
261,360,0,84,,15.217,15.217,15.329,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
262,360,0,84,,14.947,14.947,14.829,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
401,360,243,420,7.582,12.534,10.719,10.909,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
421,360,243,420,5.019,8.87,7.458,7.554,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
